Shop #,Year,Make & Model,GPM/Gal/F/#,Original Assignment,Second Assignment,Third Assignment,Fourth Assignment,Fifth Assignment,Sixth Assignment,Seventh Assignment,Additional assignments (in order) and notes,Image links
D-451,1979,Ford C8000/Seagrave,1250_/_500,Engine Co. 93 (5/21/1979 - 9/25/1992),,,,,,,,Engine 93 (Bill Friedrich)
D-452,1979,Ford C8000/Seagrave,1250_/_500,Engine Co. 80 (5/31/1979 - 9/18/1991),Engine Co. 122 (9/22/1994 - 2/28/1995),Engine Co. 125 (7/18/1996 - 4/24/1997),,,,,Received new electronic siren around 1990?,Engine 80 (pre-assignement) (Bill Friedrich)
D-453,1979,Ford C8000/Seagrave,1250_/_500,Engine Co. 44 (6/19/1979 - 7/26/1988),,,,,,,,Engine 44 (Bill Friedrich) Engine 44 (Gordon J. Nord)
D-454,1979,Ford C8000/Seagrave,1250_/_500,Engine Co. 72 (6/21/1979 - 7/21/1988),,Engine Co. 71 (2/28/1996 - 3/4/1998),,,,,,Engine 72 (Bill Friedrich) Engine 72 (Bill Friedrich) Engine 71 - possibly D-458 (Bill Friedrich)
D-455,1979,Ford C8000/Seagrave,1250_/_500,Engine Co. 47 (6/28/1979 - 7/21/1988),,,,,,,,Engine 47 (Bill Friedrich)
D-456,1979,Ford C8000/Seagrave,1250_/_500,Engine Co. 30 (7/5/1979 - 12/22/1992),Engine Co. 119 (12/11/1993 - 3/4/1994),,,,,,,Engine 30 (Bill Friedrich) Engine 30 (Bill Friedrich) Engine 30 (Steve Redick) Engine 30 (John Tulipano) Engine 30 (Bill Friedrich) Engine 30 (firemann57)
D-457,1979,Ford C8000/Seagrave,1250_/_500,Engine Co. 28 (7/16/1979 - 8/13/1991),,,,,,,,Engine 28 (Bill Friedrich) Engine 28 (Gordon J. Nord)
D-458,1979,Ford C8000/Seagrave,1250_/_500,Engine Co. 68 (8/2/1979 - 3/5/1993),Engine Co. 119 (3/4/1994 - 10/7/1994),,,,,,Rehabbed at some point (modern numeral font & extended bumper added); didn’t last long at Engine 119 due to crash (front-end damage),Engine 68 (Bill Friedrich) Engine 68 (Bill Friedrich) Engine 119 (Bill Friedrich)
D-459,1980,Ford C8000/E-One,1250_/_500,Engine Co. 16 (12/12/1980 - 1/27/1993),Engine Co. 55 (5/9/1994 - 2/16/1995),,,,,,,Engine 16 (Gordon J. Nord) Engine 16 (Terry Spirek)
D-460,1980,Ford C8000/E-One,1250_/_500,Engine Co. 61 (10/17/1980 - 1/21/1993),Engine Co. 119 (6/29/1993 - 11/19/1993?),,,,,,Stripe & modern numeral added; rehabbed,Engine 61 (columind99)
D-461,1980,Ford C8000/E-One,1250_/_500,Engine Co. 54 (10/28/1980 - 10/31/1985),Engine Co. 78 (1/16/1986 - 4/7/1987),Spare engine,Engine Co. 86 (9/7/1992 - 12/13/2001),,,,,Spare engine/Engine 78 (Bill Friedrich) Engine 86 (Bill Friedrich) Engine 86 (Gordon J. Nord) 
D-462,1980,Ford C8000/E-One,1250_/_500,Engine Co. 55 (10/24/1980 - 4/12/1993),Engine Co. 55 (2/27/1995 - 12/11/2001),,,,,,Stripe & modern numeral added; rehabbed in 1994?,Engine 55 (John Tulipano) Engine 55 (Smith Bros)
D-463,1980,Ford C8000/E-One,1250_/_500,Engine Co. 63 (11/20/1980 - 11/13/1991),,,,,,,,
D-464,1980,Ford C8000/E-One,1250_/_500,Engine Co. 100 (11/28/1980 - 9/10/1997),,,,,,,Retrofitted with roll-up compartment doors on lower compartments (unpainted); extended front bumper & white stripe added,Engine 100 (Bill Friedrich)
D-465,1980,Ford C8000/E-One,1250_/_500,Engine Co. 115 (12/31/1980 - 3/24/1999),,,,,,,,Engine 115 (Bill Friedrich) Engine 115 (columind99)
D-466,1980,Ford C8000/E-One,1250_/_500,Engine Co. 65 (12/15/1980 - 5/1/2000),,,,,,,,Engine 65 (Bill Friedrich) Engine 65 (Gordon J. Nord)
D-467,1980,Ford C8000/E-One,1250_/_500,Engine Co. 127 (10/16/1980 - 9/28/2001),,,,,,,Had long-range deck gun,Engine 127 (Gordon J. Nord) Engine 127 (Smith Bros)
D-468,1980,Ford C8000/E-One,1250_/_500/40F,Engine Co. 32 (10/29/1980 - 4/25/2002),,,,,,,Had Angus foam cannon; was first CFD unit to be striped for better visibility,Engine 32 (Bill Friedrich) Engine 32 (Bill Friedrich) Preserved Engine 32 (Terry Spirek)
D-469,1980,Ford C8000/E-One,1250_/_500,Engine Co. 49 (6/2/1981 - 5/6/1999),,,,,,,Modern numerals added; had radio pack mounted on engineer’s side of jumpseat,Engine 49 (Gordon J. Nord) Engine 49 (Gordon J. Nord)
D-470,1980,Ford C8000/E-One,1250_/_500,Engine Co. 117 (8/12/1981 - 1/26/1993),,,,,,,,Engine 117 (Bill Friedrich)
D-471,1980,Ford C8000/E-One,1250_/_500,Engine Co. 126 (6/22/1981 - at least 2000),,,,,,,Extended front bumper & white stripe added; retrofitted with 1990s Seagrave rear warning beacons,Engine 126 (Bill Friedrich)
D-472,1980,Ford C8000/E-One,1250_/_500,Engine Co. 113 (7/16/1981 - 8/12/1991),Engine Co. 69 (6/13/1995 - 3/19/1998),,,,,,,Engine 113 (Midwest Fire Depts) Engine 113 (Bill Friedrich) Engine 113 (Gordon J. Nord)
D-473,1980,Ford C8000/E-One,1250_/_500,Engine Co. 103 (4/2/1981 - 4/12/2002),,,,,,,Chrome trim between headlights completely removed or painted over; white stripe added,Engine 103 (Gordon J. Nord) Engine 103 (Gordon J. Nord) Engine 103 (Bill Friedrich)
D-474,1980,Ford C8000/E-One,1250_/_500,Engine Co. 73 (2/6/1981 - 12/30/1983),Engine Co. 73 (7/17/1986 - 2/4/1993),Engine Co. 49 (7/8/1999 - 1/22/2002),,,,,"Involved in serious accident at 81st & Wallace, 12/30/1983 and rebuilt",Engine 73 (Bill Friedrich) Engine 73 (Steve Redick)
D-475,1980,Ford C8000/E-One,1250_/_500,Engine Co. 91 (9/1/1981 - 3/18/1985),Engine Co. 129 (3/26/1985 - 4/3/2000),,,,,,,Engine 91 (columind99) Engine 91 (Midwest Fire Depts) Engine 129 (Bill Friedrich)
D-476,1980,Ford C8000/E-One,1250_/_500,Engine Co. 106 (4/27/1981 - 4/4/1985),Engine Co. 88 (4/9/1985 - 3/19/1993),Engine Co. 63 (2/29/2000 - 8/22/2001),,,,,,Engine 106 (Bill Friedrich) Engine 88 (Gordon J. Nord)
D-477,1980,Ford C8000/E-One,1250_/_500,Engine Co. 95 (8/18/1981 - 2/2/1993),Spare engine,,,,,,Still in service 9/2001; white stripe added,Engine 95 (Bill Friedrich) Spare engine (Tim Vermande)
D-478,1980,Ford C8000/E-One,1250_/_500,Engine Co. 84 (3/3/1981 - 6/9/1993),,,,,,,Updated with modern numerals,Engine 84 (Bill Friedrich) Engine 84 (Gordon J. Nord)
D-479,1982,Ford C8000/E-One,1250_/_500,Engine Co. 1 (10/28/1982 - 3/5/1998),Engine Co. 65 (5/1/2000 - at least 2003),,,,,,,Engine 1 (Gordon J. Nord)
D-480,1982,Ford C8000/E-One,1250_/_500,Engine Co. 5 (10/4/1982 - 5/1/2002),,,,,,,White stripe added; Sold at auction 10/30/2004,Engine 5 (mbernero) Engine 5 (Smith Bros) Engine 5 (Smith Bros)
D-481,1982,Ford C8000/E-One,1250_/_500,Engine Co. 13 (4/16/1982 - 10/24/2001),Spare engine,,,,,,Spare by 1996?; seen marked as Engine 13 in summer 2000 or later,Engine 13 (columind99) Engine 13 (columind99) Engine 13 (columind99) Engine 13 (Gordon J. Nord) Spare engine (columind99) Possibly D-481 (Kyle Svoboda)
D-482,1982,Ford C8000/E-One,1250_/_500,Engine Co. 42 (5/13/1982 - 5/1/2002),,,,,,,White stripe added; Sold at auction 10/30/2004,Engine 42 (Bill Friedrich) Engine 42 (Bill Friedrich)
D-483,1982,Ford C8000/E-One,1250_/_500,Engine Co. 8 (9/24/1982 - 10/2001),,,,,,,Had Chinese numeral on door,Engine 8 (mbernero) Engine 8 (Smith Bros) Engine 8 (columind99)
D-484,1982,Ford C8000/E-One,1250_/_500,Engine Co. 23 (7/8/1982 - 6/28/2001),Reserve Engine R-2 (2001? - 2004),,,,,,Remained as R-2 into 2004; sold at auction 4/24/2004,Engine 23 (Bill Friedrich) Engine 23 (Bill Friedrich) Engine 23 (Gordon J. Nord) R2 (Gordon J. Nord)
D-485,1982,Ford C8000/E-One,1250_/_500,Engine Co. 22 (7/28/1982 - 3/23/1993),Engine Co. 94 (5/27/1993 - 1/18/2002),,,,,,White stripe added; quick water modifications,Engine 22 (Bill Friedrich)
D-486,1982,Ford C8000/E-One,1250_/_500,Engine Co. 35 (8/27/1982 - 3/11/1985),Engine Co. 123 (3/15/1985 - 3/31/1999),Spare engine,,,,,Engine 103 also had one of these at some point,Engine 35 (mbernero) Engine 35 (Bill Friedrich) Engine 123 (Bill Friedrich) Spare engine (Gordon J. Nord)
D-487,1982,Ford C8000/E-One,1250_/_500,Engine Co. 29 (6/14/1982 - 3/24/1993),Engine Co. 84 (6/9/1993 - 12/11/2001),,,,,,"White stripe added, along with modern shop ID; Sold at auction 10/30/2004",Engine 29 (Bill Friedrich) Engine 84 (Smith Bros)
D-488,1982,Ford C8000/E-One,1250_/_500,Engine Co. 98 (5/28/1982 - 10/14/1983),Engine Co. 60 (10/14/1983 - 9/4/2002),Reserve engine,,,,,White stripe added; Sold at auction 10/30/2004; possibly R-3 or R-5,Engine 98 (columind99) Engine 60 (Smith Bros) Engine 60 (Smith Bros) Engine 60 (Gordon J. Nord)
D-489,1985,Federal/E-One,1250_/_500,Engine Co. 18 (11/15/1985 - 10/3/2002),Spare engine,,,,,,"No white stripe added, but did receive contemporary shop lettering while still at E18; sold at auction 11/12/2005",Engine 18 (Gordon J. Nord) Engine 18 (Bill Friedrich)
D-490,1985,Federal/E-One,1250_/_500,Engine Co. 19 (11/21/1985 - 10/24/2001),Engine Co. 26 (3/22/2002 - 1/27/2003),Spare engine,,,,,No white stripe added; sold at auction 10/30/2004; retrofitted with 1992-2003 Spartan rear beacons,Engine 19 (Gordon J. Nord)
D-491,1985,Federal/E-One,1250_/_500,Engine Co. 26 (11/5/1985 - 3/22/2002),Spare engine,,,,,,No white stripe added; sold at auction 11/12/2005,Engine 26 (Bill Friedrich) Engine 26 (Smith Bros)
D-492,1985,Federal/E-One,1250_/_500,Engine Co. 35 (10/25/1985 - 11/13/2002),Spare engine,,,,,,White stripe added; Sold at auction 10/30/2004,Engine 35 (Steve Redick) Engine 35 (Bill Friedrich)
D-493,1985,Federal/E-One,1250_/_500,Engine Co. 38 (11/4/1985 - 2001?),,,,,,,No white stripe added; retrofitted with Federal Vision lightbar by 2/13/1997; sold at auction 10/30/2004,Engine 38 (Smith Bros)
D-494,1985,Federal/E-One,1250_/_500,Engine Co. 45 (10/28/1985 - 4/12/2002),Spare engine,Reserve engine R7,,,,,White stripe added & retrofitted with 1993-era Seagrave rear lights; sold at auction 11/12/2005,Engine 45 (Bill Friedrich) Engine 45 (Smith Bros)
D-495,1985,Federal/E-One,1250_/_500,Engine Co. 50 (11/13/1985 - 2/7/2002),,,,,,,No white stripe added; sold at auction 11/2004,Engine 50 (Gordon J. Nord) Engine 50 (Smith Bros)
D-496,1985,Federal/E-One,1250_/_500,Engine Co. 54 (10/31/1985 - 9/26/2002),Spare engine,,,,,,White striped added; retrofitted with 1992-2003 Spartan rear beacons; sold at auction 11/12/2005,Engine 54 (Gordon J. Nord) Spare engine (Smith Bros)
D-497,1985,Federal/E-One,1250_/_500,Engine Co. 57 (10/29/1985 - 10/17/2002),Spare engine,,,,,,No white stripe added; sold at auction 11/12/2005 --possibly former engine 45 or 75 (last digit 5 confirmed),Engine 57 (Smith Bros) Spare engine (Gordon J. Nord)
D-498,1985,Federal/E-One,1250_/_500,Engine Co. 74 (11/7/1985 - 2003?),,,,,,,No white stripe added; sold at auction 11/12/2005,Engine 74 (Bill Friedrich)
D-499,1985,Federal/E-One,1250_/_500,Engine Co. 77 (11/5/1985 - 10/4/2002),,,,,,,No white stripe added; retrofitted with aerodynic lightbar (like those used on 1980s CFD sedans with pass. green light) by 2/13/1997; sold at auction 11/12/2005,Engine 77 (Bill Friedrich) Engine 77 (Gordon J. Nord)
D-500,1985,Federal/E-One,1250_/_500,Engine Co. 112 (10/31/1985 - 5/25/2001),,,,,,,Sold at auction 1/9/2007,Engine 112 (Bill Friedrich)
D-501,1985,Federal/E-One,1250_/_500,Engine Co. 101 (10/31/1985 - 9/17/2002),,,,,,,Retrofitted with aerodynic lightbar (with red & white lenses); sold at auction 1/9/2007,Engine 101 (Bill Friedrich) Engine 101 (columind99)
D-502,1985,Federal/E-One,1250_/_500,Engine Co. 91 (10/25/1985 - 11/30/2001),,,,,,,"White stripe added & retrofitted with 1992-era Spartan rear beacons; sold to Phoenix, IL FD and became Engine 1706 until 2011",Engine 91 (Bill Friedrich) Engine 91 (columind99) Engine 91 (Smith Bros) Former Engine 91 (Smith Brothers)
D-503,1985,Federal/E-One,1250_/_500,Engine Co. 106 (11/1/1985 - 11/13/2002),,,,,,,White stripe added,Engine 106 (Bill Friedrich) Engine 106 (Gordon J. Nord)
D-504,1985,Federal/E-One,1250_/_500,Engine Co. 108 (11/1/1985 - 11/1/2002),,,,,,,Had a Mars 888 light; Sold at auction 1/9/2007,Engine 108 (Bill Friedrich) Engine 108 (Gordon J. Nord)
D-505,1985,Federal/E-One,1250_/_500,Engine Co. 120 (10/29/1985 - 2001?),Spare engine,,,,,,"Retrofitted with 1970s-era lollipop rear lights; later retrofitted w/ twin beacons & siren in place of lightbar while in service at E120; Sold at auction, 8/21/2007",Engine 120 (Bill Friedrich) Engine 120 (Gordon J. Nord)
D-506,1988,Federal/E-One,1250_/_500,Engine Co. 4 (7/21/1988 - 10/11/2002),Engine Co. 26 (1/27/2003 - 8/29/2003),Engine Co. 124 (? - 6/10/2004?),Spare engine,,,,Never lettered for Engine 26; Sold at auction 1/9/2007,Engine 4 (Gordon J. Nord) Engine 4 (Smith Bros) Engine 124 (Bill Friedrich) Engine 124 (Gordon J. Nord) Spare engine (Gordon J. Nord) Spare engine (Gordon J. Nord) Spare engine (columind99)
D-507,1988,Federal/E-One,1250_/_500,,Engine Co. 44 (10/7/2002 - 8/12/2004),,,,,,Sold at auction 1/9/2007,Engine 44 (Gordon J. Nord) Engine 44 (Gordon J. Nord)
D-508,1988,Federal/E-One,1250_/_500,Engine Co. 76 (8/16/1988 - 6/21/2004),,,,,,,Had black front bumper at some point; sold at auction 1/9/2007,Engine 76 (mbernero) Engine 76 (Gordon J. Nord) Engine 76 (Smith Bros) Engine 76 (Gordon J. Nord) Engine 76 (columind99)
D-509,1988,Federal/E-One,1250_/_500,Engine Co. 44 (7/26/1988 - 10/7/2002),Spare engine,,,,,,Sold at auction 1/9/2007,Engine 44 (Smith Bros) Engine 44 (Bill Friedrich)
D-510,1988,Federal/E-One,1250_/_500,Engine Co. 107 (7/26/1988 - 11/27/2002),Spare engine (2002 - present),,,,,,Retrofitted with 1992-era Spartan rear beacons; still stored as spare in fleet yard 7/19/2015,Engine 107 (John Tulipano) Spare engine (Smith Bros)
D-511,1988,Federal/E-One,1250_/_500,Engine Co. 124 (7/19/1988 - 6/10/2004?),Spare engine,,,,,,Still used as spare 9/16/2005,Spare engine (Karl Klotz)
D-512,1988,Federal/E-One,1250_/_500,Engine Co. 39 (8/10/1988 - 12/8/2004),Spare engine,,,,,,Still in service 2/22/2005; no white stripe added,Engine 39 (columind99) Engine 39 (Gordon J. Nord) Spare engine (Gordon J. Nord)
D-513,1988,Federal/E-One,1250_/_500,Engine Co. 72 (7/21/1988 - 5/30/2002),Spare engine,,,,,,"No white stripe added; sold to Phoenix, IL FD and became Engine 1708; still in service with Phoenix as of 3/28/2015",Engine 72 (Bill Friedrich) Engine 72 (Gordon J. Nord) Spare engine (Gordon J. Nord) Former Engine 72 (Smith Brothers)
D-514,1988,Federal/E-One,1250_/_500,Engine Co. 110 (9/2/1988 - early 2005?),,,,,,,No white stripe added; sold at auction 3/4/2006,Engine 110 (Bill Friedrich) Engine 110 (Smith Bros)
D-515,1988,Federal/E-One,1250_/_500,Engine Co. 47 (7/21/1988 - 9/27/2002),,,,,,,Retrofitted with 1992-era Spartan rear beacons,Engine 47 (Gordon J. Nord) Engine 47 (Smith Bros)
D-516,1988,Federal/E-One,1250_/_500,Engine Co. 81 (7/21/1988 - 10/29/2004),,,,,,,No white stripe added; sold at auction 1/9/2007,Engine 81 (Bill Friedrich) Engine 81 (Smith Bros)
D-517,1988,Ford C8000/E-One,1250_/_500,Fire Academy Engine,,,,,,,Had E-One (as opposed to “Emergency One) badge in center “grille” area; at one point had amber emergency lights but returned to red & green emergency lights; sometimes seen with “Engine 130” designation taped in windows; sold at auction 11/12/2005,Academy Engine (columind99) Academy Engine (Karl Klotz) Academy Engine (chicagofd.org)
D-518,1992,Federal/E-One/Pierce 6x6,2000_/_750_/_300AFFF,Engine Co. 10 (8/21/1992 - 5/1998),Engine Co. 10R (5/1998 - ?),Engine Co. 10S (? - present),,,,,O’Hare Airport; Marked “Squint”; had 50’ or 55’ Pittman squirt; still in service 9/3/2015,Engine 10 (Smith Bros) Engine 10R (Smith Bros) Engine 10R (Gordon J. Nord)
D-519,1992,Federal/E-One/Pierce 6x6,2000_/_750_/_300AFFF,Engine Co. 9 (9/1992 - ?),Engine Co. 9R (? - at least 8/2011),Engine Co. 9S  (? - present),,,,,O’Hare Airport; Marked “Squint”; had 50’ or 55’ Pittman squirt; still in service 4/6/2015,Engine 9 (Smith Bros)
D-520,1992,Spartan/Luverne,1500_/_500,Engine Co. 98 (12/18/1992 - 2006?),,,,,,,Delivered 10/6/1992--first of 23 ordered,Engine 98 (Bill Friedrich) Engine 98 (Gordon J. Nord) Engine 98 (Gordon J. Nord)
D-521,1992,Spartan/Luverne,1500_/_500,Engine Co. 93 (12/29/1992 - 2001),Engine Co. 127 (9/28/2001 - 11/19/2004),,,,,,Had CFD uniform shoulder patch on cab doors next to unit number while at Engine 127,Engine 93 (Bill Friedrich) Engine 127 (Bill Friedrich) Engine 127 (Gordon J. Nord)
D-522,1992,Spartan/Luverne,1500_/_500,Engine Co. 99 (12/23/1992 - at least 9/9/2006),Spare engine,,,,,,Still in service 7/28/2007 as spare,Engine 99 (Bill Friedrich) Engine 99 (Gordon J. Nord) Spare engine (Gordon J. Nord)
D-523,1992,Spartan/Luverne,1500_/_500,Engine Co. 30 (12/22/1992 - 11/16/2006),Spare engine (2006 - 2009?),,,,,,"Had chrome front wheel center caps; still in serivice 5/23/2009; sold to Dixmoor, IL (became Dixmoor E43); Dixmoor FD disbanded 12/1/2013",Engine 30 (Bill Friedrich) Engine 30 (Gordon J. Nord) Engine 30 (Smith Bros) Spare engine (mbernero)
D-524,1992,Spartan/Luverne,1500_/_500,Engine Co. 59 (1/6/1993 - 8/26/2000),Engine Co. 95 (12/13/2000? - 11/27/2002?),,,,,,,Engine 95 (John Tulipano)
D-525,1992,Spartan/Luverne,1500_/_500,Engine Co. 7 (12/18/1992 - at least 9/30/2005),Spare engine,,,,,,"Had chrome wheels; still in service, with Mars 888, until at least 12/31/2014",Engine 7 (columind99) Engine 7 (Karl Klotz) Spare engine (Gordon J. Nord) Spare engine (Karl Klotz)
D-526,1992,Spartan/Luverne,1500_/_500,Engine Co. 97 (12/23/1992 - 2004?),Spare engine,,,,,,,Engine 97 (Bill Friedrich) Engine 97 (Gordon J. Nord) Spare engine (Gordon J. Nord)
D-527,1992,Spartan/Luverne,1500_/_500,Engine Co. 117 (1/26/1993 - 4/17/2001),Spare engine (2001? - 2012),,,,,,Sold at auction 11/28/2012; for sale again on ebay (not City of Chicago owned) in Jan 2013,Engine 117 (columind99) Engine 117 (Bill Friedrich) Engine 117 (Gordon J. Nord) Spare engine (Gordon J. Nord)
D-528,1992,Spartan/Luverne,1500_/_500,Engine Co. 61 (1/21/1993 - 9/21/2001),Engine Co. 63 (11/21/2001 - 11/4/2005),Spare engine (2005? - present),,,,,"First ALS engine (E61), 11/3/1997; driver’s side top compartments given roll up doors at later date (while at E61); still in service with Mars 888, 2/14/14; still in service 12/18/2015",Engine 61 (Gordon J. Nord) Engine 61 (Smith Bros) Engine 63 (Gordon J. Nord)
D-529,1992,Spartan/Luverne,1500_/_500,"Engine Co. 16 (1/27/1993 - at least 7/25/2004, possibly 2005)",Spare engine (? - present),,,,,,"Retrofitted w/ red front bumper as spare; Retired due to accident; sold at auction 10/28/2008; thought this was sold but apparently seen again 6/1/2014; still in service 4/4/2016 with red plates bolted onto front doors and large shop numbers removed (still above grille, though) - these we added sometime in February 2016 or earlier",Engine 16 (Gordon J. Nord) Spare engine (Gordon J. Nord)
D-530,1992,Spartan/Luverne,1500_/_500,Engine Co. 75 (1/24/1993 - 2004?),Spare engine,,,,,,Used as Engine 51 for “Chicago Fire” TV show for seasons 1 & 2; used in 2015 ad for Clear Choice Dental Implants,Engine 75 (Gordon J. Nord) Engine 75 (Smith Bros) Spare engine (David Traiforos)
D-531,1992,Spartan/Luverne,1500_/_500,Engine Co. 73 (2/4/1993 - 2004?),Spare engine (2004? - 12/2013),,,,,,"Spare by 2/15/2006; seen at Fleet Management 12/30/2013 with all markings removed, awaiting disposal",Engine 73 (Bill Friedrich) Awaiting auction (Smith Bros)
D-532,1992,Spartan/Luverne,1500_/_500,Engine Co. 56 (1/27/1993 - 2006?),Spare engine (2006? - present),,,,,,Still in service 7/2015,Engine 56 (Smith Bros) Spare engine (Gordon J. Nord)
D-533,1992,Spartan/Luverne,1500_/_500,Engine Co. 95 (2/2/1993 - 5/1/1998),Engine Co. 96 (7/13/2001 - 12/31/2001),Spare engine (12/31/2001 - present),,,,,Still in service 5/1/2016 with Mars 888 and original rear flashers; shop numbers removed from each door and red plates bolted in place,Engine 95 (Gordon J. Nord) Engine 96 (Bill Friedrich) Engine 96 (Gordon J. Nord) Spare engine (Tim Olk) Spare engine (Gordon J. Nord) Spare engine (Smith Bros)
D-534,1992,Spartan/Luverne,1500_/_500,Engine Co. 79 (3/10/1993 - 11/9/2006),Spare engine (2006 - present),,,,,,Still in service 4/3/2016; rear flashers replaced with LEDs,Engine 79 (Gordon J. Nord) Spare engine (Gordon J. Nord)
D-535,1992,Spartan/Luverne,1500_/_500,Engine Co. 68 (3/5/1993 - 10/4/2001),Engine Co. 86 (12/13/2001 - at least 5/18/2006),Spare engine,,,,,Still in service 7/19/2015 with rear flashers replaced with LEDs,Engine 68 (Bill Friedrich) Engine 68 (Smith Bros) Engine 86 (Bill Friedrich) Engine 86 (David Traiforos) Spare engine (Gordon J. Nord)
D-536,1992,Spartan/Luverne,1500_/_500,Engine Co. 102 (1/27/1993 - 1998?),Engine Co. 100 (4/24/1999 - 3/8/2004),Spare engine (3/8/2004 - present),,,,,Had red front bumper & driver’s side roll-up compartment doors; last unit for E100 before company placed permanently OOS on 3/8/2004; still in service 2/13/2016,Engine 102 (Bill Friedrich) Engine 100 (Smith Bros) Engine 100 (Gordon J. Nord) Spare engine (Gordon J. Nord)
D-537,1992,Spartan/Luverne,1500_/_500,Engine Co. 88 (3/19/1993 - 4/1/1998),Engine Co. 102 (1998?),Engine Co. 64 (5/14/1998 - 3/14/2007),Spare engine (2007 - present),,,,Still in service 6/21/2015; retrofitted with round rear LED lights below hose bed,Engine 88 (Bill Friedrich) Engine 64 (Gordon J. Nord) Spare engine (Smith Bros)
D-538,1993,Spartan/Luverne,1500_/_500,Engine Co. 22 (3/23/1993 - 8/9/2006),Spare engine,,,,,,Destroyed in accident with building; sold at auction 3/31/2009,Engine 22 (Bill Friedrich) Engine 22 (Smith Bros) Engine 22 (Gordon J. Nord) Spare engine wreck (chicagofd.ord) Spare engine wreck (chicagofd.org)
D-539,1993,Spartan/Luverne,1500_/_500,Engine Co. 29 (3/24/1993 - at least 1/8/2006),Spare engine,,,,,,Sold at auction 7/13/2011,Engine 29 (Bill Friedrich) Engine 29 (Gordon J. Nord) Engine 29 (Gordon J. Nord)
D-540,1993,Spartan/Luverne,1500_/_500,Engine Co. 15 (4/27/1993 - 3/15/2007),Spare engine (2007 - present),,,,,,"Engine 75, too?; damaged in accident on run to still alarm in 2007; still in service 3/8/2016 with original rear flashers",Engine 15 (Gordon J. Nord) Engine 15 (Smith Bros) Spare engine (Gordon J. Nord)
D-541,1993,Spartan/Luverne,1500_/_500,Engine Co. 92 (5/6/1993 - 7/2/2000),Engine Co. 129 (7/17/2000 - at least 3/8/2005),Spare engine (2005? - present),,,,,Still in service 7/19/2015; red front bumper added,Engine 92 (Gordon J. Nord) Engine 129 (Gordon J. Nord) Engine 129 (Gordon J. Nord)
D-542,1993,Spartan/Luverne,1500_/_500,Engine Co. 116 (6/17/1993 - 5/10/2001),Engine Co. 112 (5/25/2001 - 11/16/2006),Spare engine,,,,,Sold at auction 10/28/2008,Engine 116 (Bill Friedrich) Engine 112 (Bill Friedrich) Engine 112 (Karl Klotz) Spare engine (Gordon J. Nord)
D-543,1994,Spartan/Luverne,1500_/_500,Engine Co. 119 (10/7/1994 - 2009?),Spare engine,,,,,,Front-facing number under driver’s windshield; Sold at auction 10/28/2010,Engine 119 (Gordon J. Nord)
D-544,1994,Spartan/Luverne,1500_/_500,Engine Co. 62 (12/22/1994 - at least 2/3/2007),Spare engine,,,,,,Used until at least 8/26/2010,Engine 62 (Gordon J. Nord) Engine 62 (Smith Bros) Spare engine (Mark Sikorski)
D-545,1994,Spartan/Luverne,1500_/_500,Engine Co. 46 (1/9/1995 - 3/26/1998),Engine Co. 34 (8/11/1998 - 1/7/2002),Engine Co. 49 (1/22/2002 - 12/2007?),Spare engine (? - present),,,,"Had black wheels added; still in service 3/8/2016 with original rear flashers, door large shop numbers removed and red plate bolted to front doors",Engine 49 (Gordon J. Nord) Engine 49 (Gordon J. Nord) Engine 49 (Gordon J. Nord) Spare engine (Gordon J. Nord) Spare engine (Karl Klotz)
D-546,1994,Spartan/Luverne,1500_/_500,Engine Co. 14 (2/2/1995 - 2010?),Spare engine (2010? - present),,,,,,Still in service 6/1/2014 (with Mars 888),Engine 14 (Gordon J. Nord) Engine 14 (Gordon J. Nord) Spare engine (Josh Boyajian)
D-547,1994,Spartan/Luverne,1500_/_500,Engine Co. 122 (2/28/1995 - 11/1/2001),Engine Co. 60 (9/4/2002 - 3/8/2007),Spare engine (2007 - present),,,,,"Still in service with Mars 888, 12/2/2014; retrofitted with LED warning lights above rear step",Engine 122 (Bill Friedrich) Engine 60 (Gordon J. Nord) Engine 60 (Smith Bros) Engine 60 (Gordon J. Nord) Spare engine (Gordon J. Nord)
D-548,1995,Spartan/Luverne,1500_/_500,Engine Co. 83 (5/4/1995 - 3/12/1998),Engine Co. 69 (4/13/1998 - 2009?),Spare engine,,,,,Used as Engine 51 for “Chicago Fire” TV show for season 3,Engine 83 (Bill Friedrich) Engine 69 (Gordon J. Nord) Engine 69 (Bill Friedrich)
D-549,1995,Spartan/Luverne,1500_/_500,Engine Co. 113 (4/25/1995 - 2002),Engine Co. 32 (4/25/2002 - 2010?),Spare engine,,,,,"Still in service as spare, 10/20/2013",Engine 113 (Bill Friedrich) Engine 113 (Gordon J. Nord) Engine 32 (Gordon J. Nord)
D-550,1995,Spartan/Luverne,1500_/_500,Engine Co. 89 (4/24/1995 - 5/3/2010),Engine Co. 50 (5/3/2010 - late 2015),,,,,,Last pre-1997 unit in frontline service by 2011; still in service 3/10/2015 with Mars 888; permanently OOS sometime in late 2015 with mechanical issues,Engine 89 (Bill Friedrich) Engine 89 (Gordon J. Nord) Engine 50 (Smith Bros)
